Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,DateBirth,RemoteWork
no,travel_rarely,974.0,research_and_development,1,4,,9960.0,4,male,91.0,3,1,laboratory_technician,4,divorced,,11005,3,no,14,,4,2,8.0,2,3.0,5,0,2,1978,no
no,travel_frequently,853.0,,1,1,,10110.0,3,male,,3,2,manufacturing_director,1,,,11275,1,no,12,3.0,3,1,4.0,1,3.0,4,0,3,1992,no
no,,217.0,research_and_development,8,1,life_sciences,10190.0,2,female,94.0,1,1,laboratory_technician,1,,,6881,1,,15,3.0,1,1,4.0,3,2.0,4,1,1,2001,yes
no,travel_rarely,715.0,,2,3,,10320.0,3,male,69.0,2,4,manufacturing_director,4,,13726.0,21829,3,,13,3.0,1,0,,4,3.0,5,4,3,1964,no
no,,1234.0,sales,11,2,,10450.0,4,male,90.0,3,4,manager,4,married,,5404,3,no,13,3.0,2,1,26.0,4,4.0,9,1,1,1978,no
no,travel_rarely,788.0,,24,4,,10490.0,2,female,36.0,3,1,human_resources,2,,,8318,1,no,16,3.0,1,0,,3,3.0,6,0,4,1978,yes
no,,921.0,,26,1,medical,10680.0,1,male,66.0,2,1,research_scientist,3,,,25265,1,no,13,3.0,3,2,,5,3.0,5,1,3,1997,no
no,,,,42,1,,11360.0,42,female,67.0,2,1,research_scientist,2,married,,19911,0,no,17,3.0,1,0,,2,1.0,5,0,4,1995,yes
no,travel_rarely,852.0,,10,3,marketing,11790.0,3,female,72.0,2,2,sales_executive,3,married,,2706,1,no,18,3.0,1,1,,3,3.0,10,1,4,1993,no
yes,,1372.0,,9,3,,11880.0,1,male,85.0,1,2,sales_executive,3,single,,9489,8,no,13,,2,0,7.0,2,2.0,4,1,3,1980,yes
no,travel_rarely,1329.0,,29,4,life_sciences,12110.0,3,female,61.0,3,2,sales_executive,1,divorced,4115.0,13192,8,,19,3.0,3,3,8.0,3,3.0,4,0,3,1993,no
no,travel_rarely,150.0,,2,4,technical_degree,12280.0,4,female,60.0,3,2,manufacturing_director,4,divorced,,17433,2,,11,3.0,3,1,,3,2.0,6,1,4,1977,yes
no,non_travel,,human_resources,2,5,,12310.0,4,female,79.0,4,2,human_resources,1,married,6272.0,12858,7,no,16,3.0,1,1,,3,4.0,4,0,3,1981,yes
no,,1167.0,,4,2,,12590.0,1,female,76.0,3,1,research_scientist,3,divorced,2517.0,3208,1,,11,3.0,2,3,,2,,5,0,3,1996,yes
no,travel_rarely,206.0,,8,4,life_sciences,13380.0,4,female,99.0,3,5,manager,2,single,,4022,6,no,14,3.0,1,0,36.0,4,3.0,7,7,7,1967,no
no,travel_frequently,,sales,1,3,marketing,13490.0,3,male,66.0,3,2,sales_executive,1,,,4297,0,,17,3.0,4,1,,2,3.0,9,1,7,1982,yes
no,,736.0,,26,3,life_sciences,13870.0,3,female,48.0,2,2,sales_executive,1,married,,24232,1,,11,3.0,3,1,5.0,0,3.0,5,0,4,1995,yes
no,travel_frequently,322.0,,28,2,,14010.0,4,male,59.0,4,4,manufacturing_director,3,married,,9731,2,,11,3.0,2,1,,3,2.0,5,0,2,1971,yes
no,travel_rarely,683.0,,2,1,medical,14070.0,1,female,36.0,2,1,research_scientist,4,single,3904.0,4050,0,no,12,3.0,4,0,5.0,2,3.0,4,1,1,1997,yes
yes,travel_frequently,1475.0,,28,2,,14200.0,1,female,97.0,2,2,laboratory_technician,1,,,22710,3,no,20,4.0,1,0,20.0,2,,4,1,3,1974,yes
no,travel_frequently,560.0,,1,4,other,14310.0,4,female,91.0,3,1,research_scientist,1,,,20284,5,,14,3.0,3,2,10.0,2,3.0,4,1,3,1989,yes
no,,,,7,5,marketing,14460.0,4,female,97.0,3,2,sales_executive,4,,9204.0,23343,4,,12,3.0,3,1,7.0,3,,4,0,3,1991,yes
no,,,,7,3,medical,14770.0,4,female,54.0,3,2,sales_executive,1,,4373.0,17456,0,no,14,3.0,1,2,5.0,2,3.0,4,0,3,1990,no
yes,,115.0,sales,13,3,,14870.0,1,male,51.0,3,2,sales_executive,2,single,,17485,5,no,11,,1,0,7.0,4,1.0,5,0,0,1994,no
no,,,,16,3,life_sciences,14990.0,3,female,46.0,3,1,human_resources,3,,2064.0,15428,0,,21,4.0,1,1,6.0,3,4.0,5,1,3,1993,no
no,,507.0,research_and_development,11,1,life_sciences,15330.0,11,female,97.0,3,2,laboratory_technician,3,single,,24812,0,no,14,3.0,2,0,5.0,2,3.0,4,1,2,2000,no
no,,575.0,,25,3,,15450.0,4,female,44.0,2,2,manufacturing_director,2,,,24152,1,no,13,3.0,4,0,5.0,2,3.0,5,0,2,1990,yes
no,,,,28,4,,15540.0,2,male,98.0,2,1,sales_representative,3,married,2430.0,26204,0,,23,4.0,1,2,6.0,5,3.0,5,4,2,1988,yes
no,travel_frequently,888.0,,10,4,,15630.0,3,female,71.0,3,2,human_resources,3,,,14814,3,no,11,3.0,3,0,10.0,2,3.0,6,1,2,1985,yes
no,,580.0,,27,3,,16220.0,2,male,39.0,1,2,manufacturing_director,1,divorced,4877.0,20460,0,,21,4.0,2,1,6.0,5,2.0,5,0,0,1995,yes
no,,671.0,,19,3,life_sciences,16310.0,3,female,85.0,3,2,manufacturing_director,3,,,26493,3,no,17,3.0,1,3,,2,2.0,4,0,2,1986,no
no,,567.0,research_and_development,2,1,technical_degree,16460.0,1,male,32.0,3,1,research_scientist,4,,3760.0,17218,1,,13,3.0,3,0,6.0,2,3.0,6,1,3,1999,no
no,,311.0,,7,3,,16590.0,1,female,77.0,3,1,laboratory_technician,2,,2013.0,10950,2,,11,3.0,3,0,,4,3.0,4,1,3,1987,yes
no,travel_rarely,1395.0,,24,4,medical,16890.0,2,female,48.0,4,3,healthcare_representative,4,married,,3458,3,no,15,3.0,3,0,11.0,2,3.0,4,1,2,1970,no
no,travel_frequently,1278.0,,1,4,,17000.0,3,female,31.0,1,2,sales_executive,4,,,7677,1,,14,3.0,3,2,6.0,2,2.0,6,1,3,1986,yes
no,travel_rarely,371.0,,19,3,,17390.0,4,female,80.0,1,3,sales_executive,3,married,,3840,3,no,13,3.0,3,1,,2,1.0,4,0,2,1991,no
no,travel_rarely,855.0,,12,3,medical,17680.0,2,female,57.0,3,1,laboratory_technician,2,divorced,2766.0,8952,8,no,22,4.0,2,3,7.0,6,2.0,5,0,4,1981,yes
no,,548.0,,9,4,life_sciences,17720.0,3,female,94.0,3,1,laboratory_technician,1,divorced,,20520,1,no,20,4.0,2,2,5.0,2,3.0,5,0,4,1982,yes
yes,,429.0,,1,2,,17920.0,3,female,99.0,3,1,research_scientist,2,,,11092,1,yes,12,3.0,3,3,,2,2.0,5,2,3,1979,yes
no,,1253.0,research_and_development,10,1,medical,18000.0,3,female,65.0,3,3,research_director,3,single,,7914,7,,21,4.0,3,0,,3,3.0,4,2,2,1984,yes
no,,1194.0,,1,3,,18220.0,3,male,52.0,3,2,healthcare_representative,4,,6513.0,9060,4,,17,3.0,4,1,12.0,3,3.0,5,0,3,1983,yes
no,,355.0,,10,4,technical_degree,18540.0,3,female,38.0,3,1,research_scientist,3,married,,6161,3,no,22,4.0,2,2,10.0,1,2.0,6,3,3,1981,no
no,travel_rarely,1480.0,,4,3,,18820.0,3,female,64.0,3,3,sales_executive,4,married,,24444,2,yes,13,3.0,4,3,9.0,3,3.0,5,1,0,1989,yes
no,travel_rarely,783.0,,7,4,medical,18850.0,4,female,78.0,3,2,research_scientist,1,,4284.0,13588,5,,22,4.0,3,1,16.0,2,3.0,5,0,4,1986,yes
no,,1354.0,,2,4,technical_degree,19310.0,2,female,41.0,3,1,research_scientist,2,,2226.0,6073,1,no,11,,3,1,6.0,3,2.0,5,1,2,1996,no
no,travel_rarely,682.0,,18,4,,19450.0,2,female,71.0,3,2,sales_executive,1,,5561.0,15975,0,,16,3.0,4,1,,2,1.0,5,0,4,1988,yes
no,non_travel,1103.0,,16,3,medical,19470.0,3,female,49.0,3,1,research_scientist,3,single,2144.0,2122,1,no,14,3.0,3,0,5.0,3,2.0,5,1,4,1995,yes
no,,136.0,,1,3,life_sciences,19540.0,1,female,89.0,3,2,healthcare_representative,1,married,5373.0,6225,0,no,12,3.0,1,1,6.0,5,2.0,5,0,2,1994,no
no,,155.0,research_and_development,9,2,,19690.0,1,male,67.0,3,2,research_scientist,3,married,2897.0,22474,3,no,11,3.0,3,2,9.0,6,2.0,4,2,3,1969,no
no,travel_rarely,771.0,,41,2,life_sciences,19810.0,41,female,45.0,2,2,healthcare_representative,3,single,,14120,1,no,12,3.0,2,0,4.0,2,2.0,4,1,2,1999,yes
no,travel_frequently,508.0,,6,4,,19970.0,1,female,72.0,2,2,manufacturing_director,3,married,5321.0,14284,2,no,11,3.0,4,1,10.0,1,3.0,8,7,7,1985,no
no,,557.0,,18,4,,19980.0,4,female,35.0,3,2,research_scientist,1,,5410.0,11189,6,,17,3.0,3,1,9.0,3,2.0,4,1,2,1981,yes
no,,642.0,,1,3,life_sciences,19990.0,4,female,76.0,3,1,research_scientist,4,,2782.0,21412,3,no,22,,1,1,,3,3.0,5,1,0,1982,yes
no,travel_rarely,1382.0,,8,2,,20180.0,1,male,85.0,3,2,sales_executive,3,,,13684,0,yes,22,4.0,2,1,6.0,3,2.0,5,0,4,1998,yes
yes,,878.0,,1,4,,20440.0,2,female,94.0,3,2,sales_executive,3,,,14255,7,no,12,3.0,4,2,12.0,3,,6,0,1,1973,yes
no,,374.0,,20,3,,20460.0,4,male,50.0,3,2,sales_executive,3,,4850.0,23333,8,no,15,3.0,3,0,,3,3.0,5,0,1,1978,yes
no,travel_rarely,287.0,,1,4,,20520.0,3,male,62.0,1,1,research_scientist,4,married,,8952,1,no,12,3.0,4,1,4.0,5,3.0,4,1,1,1988,yes
no,travel_rarely,,,13,2,other,20530.0,4,female,46.0,2,2,laboratory_technician,2,,,23679,4,,13,3.0,1,1,10.0,2,3.0,4,0,3,1994,no
no,,,,8,3,,20680.0,2,female,82.0,4,2,laboratory_technician,3,,4404.0,10228,2,no,12,3.0,1,0,,3,4.0,4,1,2,1989,yes
no,travel_rarely,591.0,,2,1,,70.0,1,female,40.0,3,1,laboratory_technician,2,married,,16632,9,no,12,3.0,4,1,6.0,3,3.0,2,2,2,1996,no
no,,670.0,research_and_development,26,1,,160.0,1,female,,3,1,research_scientist,3,divorced,,15170,1,,17,3.0,4,1,5.0,1,2.0,5,4,3,1992,yes
no,travel_rarely,1346.0,,38,2,,180.0,2,female,93.0,3,1,laboratory_technician,4,divorced,,8758,0,,11,3.0,3,1,3.0,2,3.0,2,1,2,1989,yes
yes,travel_rarely,103.0,research_and_development,24,3,life_sciences,190.0,3,female,50.0,2,1,laboratory_technician,3,single,,12947,5,yes,14,3.0,2,0,6.0,4,3.0,4,0,3,1995,yes
no,travel_rarely,334.0,,5,2,,210.0,1,female,80.0,4,1,research_scientist,2,divorced,,15053,0,yes,12,3.0,4,2,7.0,5,2.0,6,0,5,1991,yes
no,,371.0,research_and_development,2,3,life_sciences,240.0,4,female,45.0,3,1,research_scientist,4,single,3944.0,4306,5,yes,11,3.0,3,0,6.0,3,3.0,3,1,2,1985,yes
no,,673.0,,11,2,,260.0,1,male,96.0,4,2,manufacturing_director,3,,,8232,0,no,18,3.0,4,1,5.0,5,2.0,4,1,3,1999,yes
yes,,699.0,,6,1,,310.0,2,female,83.0,3,1,research_scientist,1,single,2960.0,17102,2,no,11,3.0,3,0,,2,3.0,4,1,3,1989,yes
yes,travel_frequently,,research_and_development,16,1,,330.0,2,male,72.0,1,1,research_scientist,1,,,4681,1,,22,,2,0,,5,3.0,10,6,7,1991,no
no,travel_rarely,705.0,,2,4,marketing,380.0,2,male,83.0,3,5,manager,1,single,18947.0,22822,3,,12,3.0,4,0,22.0,2,2.0,2,2,1,1977,no
no,,1459.0,,10,4,other,400.0,4,female,41.0,3,2,healthcare_representative,4,married,6465.0,19121,2,,13,3.0,4,0,,5,4.0,4,1,3,1979,no
yes,travel_rarely,,,3,2,,470.0,1,female,86.0,2,1,sales_representative,3,married,2683.0,3810,1,,14,3.0,3,0,3.0,2,3.0,3,0,2,1973,yes
no,,890.0,,2,3,marketing,490.0,4,male,97.0,3,1,sales_representative,4,married,2014.0,9687,1,no,13,3.0,1,0,2.0,3,3.0,2,2,2,1988,yes
yes,,1434.0,,5,4,,650.0,3,female,50.0,3,1,laboratory_technician,3,single,3441.0,11179,1,yes,13,,3,0,2.0,3,2.0,2,2,2,1995,yes
no,,1443.0,,22,3,,720.0,22,male,47.0,2,2,sales_executive,4,married,,21436,7,yes,19,3.0,3,1,5.0,2,2.0,2,0,0,1997,no
no,,664.0,,31,3,medical,880.0,2,female,79.0,3,1,research_scientist,1,married,,5868,4,no,13,3.0,4,1,5.0,2,2.0,3,1,2,1988,yes
no,travel_rarely,397.0,,20,4,medical,1020.0,1,female,30.0,3,3,research_director,3,,13664.0,25258,4,,13,,1,0,,3,4.0,5,0,2,1986,yes
no,travel_rarely,,,38,2,medical,1030.0,38,female,80.0,3,2,human_resources,2,divorced,5021.0,10425,8,yes,22,4.0,4,1,,2,3.0,4,0,2,1977,yes
no,travel_rarely,1153.0,,1,2,medical,1100.0,1,female,94.0,3,2,manufacturing_director,2,married,,17736,1,no,15,3.0,3,0,,2,3.0,5,1,3,1989,yes
no,travel_rarely,432.0,,9,4,,1160.0,4,female,96.0,3,1,laboratory_technician,4,,,18725,3,,23,4.0,2,2,10.0,4,3.0,4,0,3,1972,yes
no,travel_rarely,1353.0,sales,3,2,other,1280.0,1,male,33.0,3,2,sales_executive,3,married,,17519,0,no,21,4.0,1,1,4.0,2,2.0,3,0,2,1999,yes
no,,489.0,,23,3,,1320.0,2,female,,3,2,laboratory_technician,2,married,,25043,4,,12,3.0,3,1,,3,4.0,3,1,2,1979,yes
yes,travel_rarely,807.0,,6,4,human_resources,1330.0,3,female,63.0,3,1,human_resources,1,divorced,,23648,4,,22,4.0,4,0,,3,3.0,3,0,2,1986,yes
no,,1280.0,,7,1,,1430.0,4,female,,2,1,research_scientist,4,married,,26897,1,no,11,3.0,3,2,,2,,2,2,1,1998,yes
no,,957.0,,26,3,medical,1710.0,2,male,72.0,4,1,research_scientist,3,single,4739.0,16090,4,,12,3.0,4,0,,2,3.0,3,1,2,1980,yes
yes,travel_rarely,542.0,,20,3,,1750.0,2,male,71.0,1,2,sales_executive,3,,,24788,3,yes,11,3.0,3,1,4.0,2,3.0,2,2,2,1992,yes
no,,216.0,research_and_development,6,2,medical,1780.0,2,female,84.0,3,2,manufacturing_director,2,divorced,,2819,6,no,20,4.0,4,2,7.0,0,3.0,3,0,1,1987,no
yes,travel_frequently,1150.0,,16,4,,1790.0,1,female,53.0,1,3,manufacturing_director,4,,10650.0,25150,2,,15,3.0,4,0,18.0,2,3.0,4,0,3,1972,no
no,travel_rarely,364.0,,3,5,technical_degree,1930.0,4,male,32.0,3,2,research_scientist,3,,4317.0,2302,3,yes,20,4.0,2,0,19.0,2,,3,2,2,1985,no
no,travel_rarely,201.0,research_and_development,5,3,technical_degree,1970.0,4,male,84.0,3,1,research_scientist,1,divorced,,10415,5,no,14,,4,1,8.0,3,3.0,3,2,2,1993,yes
no,non_travel,691.0,research_and_development,9,3,medical,2180.0,4,female,57.0,3,1,research_scientist,2,,2024.0,5970,6,,18,3.0,4,1,,1,1.0,2,2,2,1996,yes
no,,440.0,research_and_development,21,3,medical,2210.0,3,female,42.0,3,1,research_scientist,4,married,,6672,1,no,11,3.0,3,1,5.0,2,1.0,5,0,2,1995,yes
no,,1157.0,,17,3,,2330.0,3,female,51.0,3,1,research_scientist,2,,3058.0,13364,0,,16,3.0,4,1,6.0,3,2.0,5,1,1,1996,yes
no,travel_rarely,713.0,,8,3,life_sciences,2410.0,3,male,67.0,3,1,research_scientist,1,divorced,,13939,4,,18,3.0,3,1,,3,,2,2,2,1967,yes
no,travel_rarely,,,9,2,,2450.0,3,male,75.0,3,1,laboratory_technician,4,single,,6319,1,,12,,3,0,,3,,2,2,1,1985,yes
no,travel_rarely,140.0,,12,1,medical,2460.0,3,male,95.0,3,1,research_scientist,4,,3929.0,6984,8,,23,4.0,3,1,7.0,0,3.0,4,0,2,1992,yes
no,travel_rarely,629.0,,27,2,medical,2470.0,4,male,95.0,3,1,research_scientist,2,,,5711,2,no,15,3.0,4,0,9.0,3,3.0,3,1,2,1989,yes
no,,328.0,research_and_development,1,3,,2490.0,3,female,86.0,2,1,laboratory_technician,3,,,3425,2,,15,3.0,4,1,,2,2.0,3,0,2,1973,no
no,,1084.0,,13,2,,2500.0,4,male,,4,2,manufacturing_director,1,divorced,,26250,1,no,11,3.0,3,2,5.0,3,3.0,4,1,3,1970,no
no,travel_frequently,,,24,3,medical,2690.0,2,male,37.0,3,2,laboratory_technician,2,single,4425.0,15986,5,,11,3.0,4,0,,5,3.0,6,1,2,1988,yes
no,,1151.0,,10,5,life_sciences,2870.0,4,female,63.0,2,2,healthcare_representative,4,,,14242,9,no,14,3.0,4,1,5.0,5,1.0,3,0,2,1983,yes
no,,644.0,,1,4,,2880.0,4,female,,3,3,healthcare_representative,1,,,12368,7,no,16,3.0,3,1,17.0,3,3.0,4,0,3,1977,yes
yes,,1005.0,,3,3,technical_degree,2970.0,4,male,88.0,3,1,research_scientist,1,,2657.0,8556,5,yes,11,3.0,3,0,8.0,5,3.0,5,0,4,1993,yes
no,,1147.0,,3,3,,3030.0,4,male,52.0,3,2,sales_executive,1,married,5940.0,17011,2,,14,3.0,4,1,16.0,4,3.0,6,0,5,1969,no
no,travel_rarely,147.0,research_and_development,4,4,,3050.0,3,male,47.0,2,1,research_scientist,2,married,2622.0,13248,6,,21,4.0,4,0,,3,3.0,3,1,1,1990,yes
no,travel_rarely,1323.0,,2,3,,3160.0,3,male,89.0,2,1,laboratory_technician,4,single,3212.0,3300,7,,15,3.0,2,0,,3,2.0,2,2,2,1971,yes
no,,1431.0,,24,4,medical,3320.0,24,male,96.0,3,1,laboratory_technician,3,divorced,,15417,7,no,14,3.0,3,3,7.0,1,3.0,3,1,2,1984,no
no,,1327.0,,3,4,medical,3370.0,2,female,73.0,3,3,research_director,3,divorced,,13523,9,no,12,3.0,1,1,,3,3.0,2,2,2,1992,yes
no,travel_rarely,832.0,,5,4,life_sciences,3380.0,3,male,63.0,2,1,research_scientist,4,married,2911.0,14776,1,,13,3.0,3,1,2.0,2,2.0,2,0,2,1990,yes
no,,1199.0,,23,4,life_sciences,3410.0,1,female,77.0,4,2,manufacturing_director,3,,,5118,4,,17,3.0,4,1,9.0,1,3.0,3,0,2,1978,yes
no,,916.0,research_and_development,17,2,,3470.0,4,male,82.0,4,2,research_scientist,1,single,,23016,3,yes,13,3.0,3,0,,1,3.0,3,0,2,1981,yes
no,,1247.0,,19,2,marketing,3490.0,4,female,45.0,3,2,sales_executive,4,divorced,6931.0,10732,2,no,14,3.0,4,1,,2,3.0,3,0,2,1994,no
no,travel_rarely,685.0,,1,3,,3500.0,1,male,62.0,3,2,manufacturing_director,3,married,,7505,0,no,12,3.0,4,2,5.0,3,3.0,4,1,2,1998,no
no,,128.0,,2,1,,3620.0,4,female,84.0,2,2,laboratory_technician,1,,2176.0,19737,4,no,13,3.0,4,0,9.0,5,3.0,6,0,4,1991,no
no,travel_rarely,996.0,,3,2,,3790.0,4,female,100.0,2,1,research_scientist,3,single,3230.0,10531,1,no,17,3.0,1,0,,4,4.0,3,1,0,2002,no
no,non_travel,728.0,,1,4,medical,3800.0,1,male,80.0,3,3,research_director,4,divorced,,11677,2,yes,18,3.0,1,2,,2,3.0,5,0,2,1986,no
no,travel_rarely,688.0,,23,4,life_sciences,3930.0,4,female,82.0,3,2,healthcare_representative,4,,,18899,9,,14,3.0,2,1,,2,3.0,2,1,2,1985,no
yes,travel_rarely,1449.0,,16,4,medical,3940.0,1,female,45.0,3,1,laboratory_technician,2,divorced,,14180,2,yes,13,3.0,4,1,,2,3.0,3,0,2,1997,no
no,,636.0,,10,4,life_sciences,3960.0,3,male,,3,5,research_director,1,single,18665.0,25594,9,yes,11,3.0,4,0,,4,3.0,3,1,2,1974,yes
no,travel_frequently,889.0,,9,3,medical,4030.0,2,female,53.0,3,1,research_scientist,4,married,,11411,1,,12,3.0,3,3,,3,2.0,4,1,2,1986,no
no,travel_rarely,691.0,research_and_development,11,4,,4230.0,11,female,86.0,3,1,research_scientist,4,married,,10077,0,,12,3.0,3,1,,4,3.0,5,0,3,1992,yes
no,travel_rarely,106.0,,2,3,human_resources,4240.0,1,female,62.0,2,2,human_resources,1,,6410.0,17822,3,no,12,3.0,4,0,,1,3.0,2,1,0,1992,no
yes,,723.0,,17,4,medical,4330.0,17,female,85.0,2,2,research_scientist,2,,4941.0,17747,2,no,15,,1,0,11.0,3,2.0,8,7,7,1971,no
yes,,1157.0,,2,4,medical,4400.0,1,female,84.0,1,1,research_scientist,4,married,,24737,5,yes,13,3.0,4,0,,4,2.0,3,2,2,1995,yes
no,travel_rarely,1482.0,,5,5,,4470.0,4,female,42.0,3,5,research_director,3,married,,16375,4,,11,3.0,2,1,21.0,2,3.0,3,1,1,1976,no
no,,738.0,,9,5,other,4550.0,2,female,30.0,2,1,laboratory_technician,4,,3983.0,7621,0,no,17,3.0,3,0,4.0,2,,3,2,2,1994,yes
no,,1192.0,,5,2,medical,4600.0,4,female,61.0,3,2,manufacturing_director,4,,6347.0,23177,7,no,16,3.0,3,2,8.0,2,2.0,6,0,4,1986,yes
no,,1309.0,,26,1,,4650.0,3,female,83.0,3,1,research_scientist,4,,2904.0,16092,1,,12,3.0,3,2,,2,2.0,4,0,2,2000,no
no,travel_rarely,544.0,human_resources,2,1,,4700.0,3,female,52.0,3,1,human_resources,3,divorced,2696.0,24017,0,yes,11,3.0,3,1,4.0,5,3.0,3,1,0,1981,no
no,,641.0,sales,25,2,,4750.0,4,male,85.0,3,2,sales_executive,3,,,6069,7,,12,3.0,2,1,4.0,2,4.0,2,2,2,1993,no
yes,,756.0,,31,1,,4780.0,1,male,99.0,2,1,sales_representative,2,single,2174.0,9150,1,,11,3.0,3,0,3.0,3,3.0,3,1,2,2002,yes
no,travel_rarely,593.0,,1,4,medical,4820.0,4,female,88.0,3,2,healthcare_representative,3,,6755.0,2967,2,no,11,3.0,3,0,,2,3.0,3,1,2,1966,yes
no,,1283.0,research_and_development,17,3,,4950.0,17,female,54.0,3,1,research_scientist,4,,,18168,9,no,16,,4,0,6.0,4,3.0,3,1,2,1994,no
no,travel_rarely,329.0,,2,3,,5010.0,4,male,96.0,3,1,research_scientist,3,married,2543.0,11868,4,no,13,3.0,2,1,,3,3.0,2,2,2,1987,yes
yes,non_travel,1362.0,,19,3,marketing,5020.0,1,female,67.0,4,2,sales_executive,4,,5304.0,4652,8,yes,13,3.0,2,0,,3,2.0,5,0,4,1989,yes
no,,1371.0,,10,4,marketing,5070.0,4,male,77.0,3,2,sales_executive,3,divorced,,5915,1,yes,12,3.0,4,1,,2,4.0,5,0,3,1999,yes
no,,201.0,,1,4,,5170.0,2,male,,3,1,laboratory_technician,1,,,20490,3,no,16,3.0,2,1,8.0,5,3.0,5,1,2,1981,yes
no,,821.0,,5,2,medical,5220.0,1,female,86.0,3,5,research_director,1,married,19406.0,8509,4,,11,3.0,3,1,24.0,4,2.0,4,1,2,1969,no
no,,1381.0,,4,4,,5230.0,3,male,72.0,3,2,sales_executive,3,married,6538.0,12740,9,no,15,3.0,1,1,,3,3.0,3,1,2,1989,yes
no,,313.0,,21,3,,5250.0,4,female,61.0,3,1,laboratory_technician,4,,2258.0,15238,7,,20,4.0,1,1,,1,3.0,3,1,2,1980,yes
no,travel_rarely,1473.0,,8,4,other,5260.0,3,male,74.0,3,2,healthcare_representative,3,,,2227,4,yes,14,3.0,4,0,,3,3.0,5,0,2,1980,yes
no,travel_rarely,329.0,,1,2,,5300.0,4,female,98.0,2,1,laboratory_technician,1,married,2218.0,16193,1,no,12,3.0,3,1,4.0,3,,4,3,2,1992,no
no,,192.0,,10,2,life_sciences,5440.0,1,female,69.0,3,1,research_scientist,4,married,2654.0,9655,3,no,21,,4,2,8.0,3,2.0,2,0,2,1978,yes
yes,travel_frequently,296.0,,6,2,,5550.0,4,male,33.0,1,1,sales_representative,3,,,12253,0,no,16,3.0,4,1,3.0,3,2.0,2,1,0,1989,yes
no,,986.0,,3,4,,5640.0,2,female,93.0,2,3,research_director,3,,11935.0,21526,1,no,18,3.0,3,0,,2,3.0,10,0,7,1994,yes
no,,1125.0,,10,3,marketing,5800.0,3,male,94.0,2,3,sales_executive,4,,,11563,2,,19,3.0,3,1,15.0,3,3.0,3,1,2,1977,no
no,travel_rarely,413.0,sales,7,1,marketing,5850.0,4,female,57.0,3,1,sales_representative,2,single,,18398,0,,14,3.0,1,0,,3,3.0,3,1,2,1993,yes
no,,1474.0,,5,2,other,5910.0,2,female,97.0,3,1,laboratory_technician,3,married,,9260,4,no,17,3.0,4,1,,4,,2,2,0,1981,yes
yes,,1368.0,research_and_development,25,1,technical_degree,5930.0,3,female,99.0,2,1,laboratory_technician,3,single,3894.0,9129,5,no,16,3.0,3,0,4.0,3,3.0,2,1,2,2001,yes
no,travel_rarely,232.0,,19,3,technical_degree,6110.0,4,female,34.0,3,2,manufacturing_director,4,divorced,4262.0,22645,4,no,12,3.0,2,2,8.0,2,4.0,3,1,2,1994,yes
no,travel_frequently,1034.0,research_and_development,18,1,medical,6240.0,1,male,86.0,3,3,healthcare_representative,3,married,10527.0,8984,5,no,11,3.0,4,0,,3,2.0,2,1,2,1977,yes
yes,,1474.0,sales,11,4,other,6310.0,4,female,,4,2,sales_executive,3,,,23914,8,,12,3.0,4,0,,2,3.0,4,1,2,1991,yes
no,,,,24,3,medical,6320.0,4,female,38.0,3,1,sales_representative,4,,2400.0,5530,0,no,13,3.0,3,2,3.0,3,3.0,2,2,1,1999,no
no,travel_rarely,538.0,,25,2,,6520.0,1,female,54.0,2,2,laboratory_technician,4,single,3681.0,14004,4,no,14,3.0,4,0,,3,3.0,3,0,2,1988,no
no,,622.0,,2,4,life_sciences,6590.0,3,male,81.0,3,2,healthcare_representative,4,married,,5718,1,no,13,3.0,2,2,10.0,4,3.0,10,2,2,1981,yes
no,travel_rarely,1236.0,,1,4,,6640.0,4,male,40.0,2,4,manager,1,married,,17997,7,no,11,3.0,1,1,21.0,3,1.0,3,0,2,1975,yes
no,travel_rarely,1112.0,,1,4,,6650.0,1,male,50.0,2,2,human_resources,3,,,26894,4,no,11,,2,0,10.0,1,4.0,2,0,2,1979,yes
no,,204.0,sales,14,3,,6660.0,3,male,31.0,3,1,sales_representative,3,,,2912,1,yes,18,3.0,4,2,8.0,3,3.0,8,0,6,1989,yes
no,travel_rarely,1315.0,,3,4,,6710.0,4,female,35.0,3,5,manager,4,,19513.0,9358,4,,12,3.0,1,1,26.0,2,4.0,2,0,1,1979,yes
no,travel_rarely,,,6,1,medical,6750.0,1,female,69.0,3,1,research_scientist,3,married,,12145,0,,20,4.0,4,0,,3,3.0,2,2,2,2001,yes
no,travel_rarely,991.0,,6,3,,6860.0,3,male,71.0,3,1,laboratory_technician,4,,2659.0,17759,1,yes,13,,3,1,,2,3.0,3,0,2,1997,no
no,,913.0,,9,2,medical,6990.0,2,female,48.0,2,2,manufacturing_director,2,,8847.0,13934,2,yes,11,3.0,3,1,13.0,2,3.0,3,0,2,1987,yes
